,alpha,Qvar,ILvar
0,1.7006802721088434,0.014967656919746532,0.00048311280654442755
1,2.05761316872428,0.007057639341635496,9.668825448802818e-05
2,3.401360544217687,0.00412777746124103,4.685368538514031e-05
3,3.9682539682539684,0.0025359191812974954,1.8638574560116132e-05
4,3.9682539682539684,0.0014769860775341816,6.454453589202738e-06
5,5.0,0.001069272592800681,1.1162265968059972e-05
6,6.944444444444445,0.0006833866717489993,3.222828849397526e-06
7,8.928571428571429,0.00047065366234731216,9.486673398218668e-07
8,8.928571428571429,0.00034447492727164,5.834886291756164e-06
9,8.928571428571429,0.00024381142895439102,3.6161039675599282e-06
